,_id,conversation_id,datetime,message,user_id,chat_id
0,5e51aae4626892ebcf7e9fd5,0,25-6-19 20:57,Isma sal de ahi,2,231
1,5e51aae4626892ebcf7e9fd6,1,25-6-19 20:57,Sino caeras,2,231
2,5e51aae4626892ebcf7e9fd7,2,25-6-19 21:11,Q va cabrón,5,231
3,5e51aae4626892ebcf7e9fd8,3,25-6-19 21:11,Cómo voy a caeer,5,231
4,5e51aae4626892ebcf7e9fd9,4,25-6-19 21:11,"Por cierto, ayer el chiringuito, 1h de fútbol femenino",5,231
5,5e51aae4626892ebcf7e9fda,5,25-6-19 21:11,Noooo,4,231
6,5e51aae4626892ebcf7e9fdb,6,25-6-19 21:19,Q sigan q sigan,3,231
7,5e51aae4626892ebcf7e9fdc,7,25-6-19 21:19,Así pierden audiencia,3,231
8,5e51aae4626892ebcf7e9fdd,8,25-6-19 21:23,Ahora estan las olimpiadas de tias,2,231
9,5e51aae4626892ebcf7e9fde,9,25-6-19 21:23,Q son nuevas,2,231
10,5e51aae4626892ebcf7e9fdf,10,25-6-19 21:23,De dónde se sacan esa estadistica,6,231
11,5e51aae4626892ebcf7e9fe0,11,25-6-19 21:24,Xke tiene que ser de una manipulación increíble wh,6,231
12,5e51aae4626892ebcf7e9fe1,12,25-6-19 21:24,Eso me pregunto yo,5,231
13,5e51aae4626892ebcf7e9fe2,13,25-6-19 21:24,Pero vamos,5,231
14,5e51aae4626892ebcf7e9fe3,14,25-6-19 21:24,Como una casa,5,231
15,5e51aae4626892ebcf7e9fe4,15,25-6-19 21:24,Además q ya me dirás tú cómo lo miden,5,231
16,5e51aae4626892ebcf7e9fe5,16,25-6-19 21:25,Será... Mujeres con pareja / Número de denuncias,6,231
17,5e51aae4626892ebcf7e9fe6,17,25-6-19 21:25,Y ale,6,231
18,5e51aae4626892ebcf7e9fe7,18,25-6-19 21:25,Que el concepto de agresión ya...,5,231
19,5e51aae4626892ebcf7e9fe8,19,25-6-19 21:25,Y aun así me parece una burrada q salga ese número,5,231
20,5e51aae4626892ebcf7e9fe9,20,25-6-19 21:26,1 de cada 5 denuncia a su pareja? Vamos no jodas,5,231
21,5e51aae4626892ebcf7e9fea,21,25-6-19 23:46,<Multimedia omitido>,2,231
22,5e51aae4626892ebcf7e9feb,22,26-6-19 0:05,Estamos ya Jorge,1,53
23,5e51aae4626892ebcf7e9fec,23,26-6-19 0:05,Os falta mucho?,1,53
24,5e51aae4626892ebcf7e9fed,24,26-6-19 0:06,Para ser martes hay bastantes... chatis,1,53
25,5e51aae4626892ebcf7e9fee,25,26-6-19 0:06,Vamos pidiendo o qué?,1,53
26,5e51aae4626892ebcf7e9fef,26,26-6-19 0:19,Jajajaj,4,53
27,5e51aae4626892ebcf7e9ff0,27,26-6-19 0:19,"Vaya amago de salir, de los q hacía mucho tiempo que no se veían",4,53
28,5e51aae4626892ebcf7e9ff1,28,26-6-19 0:20,Jorge se ha rajado,11,53
29,5e51aae4626892ebcf7e9ff2,29,26-6-19 0:27,Pues me acabo la copa yo solo,1,53
30,5e51aae4626892ebcf7e9ff3,30,26-6-19 1:03,Y ya estamos duerme que te duerme tarde,1,53
31,5e51aae4626892ebcf7e9ff4,31,26-6-19 1:03,"Hola, hola",1,53
32,5e51aae4626892ebcf7e9ff5,32,26-6-19 1:04,Soy la voz que te recuerda que no se puede cenar fuera entresemana,1,53
33,5e51aae5626892ebcf7e9ff6,33,26-6-19 1:04,Creo que voy a ir a llamar al telefonillo del Lindo Duende,1,53
34,5e51aae5626892ebcf7e9ff7,34,26-6-19 1:04,A ver qué hace,1,53
35,5e51aae5626892ebcf7e9ff8,35,26-6-19 6:22,La reputa madre que sueño,1,53
36,5e51aae5626892ebcf7e9ff9,36,26-6-19 6:23,Ssssh,6,53
37,5e51aae5626892ebcf7e9ffa,37,26-6-19 7:43,La manipulacion del lenguaje es otro nivel,2,53
38,5e51aae5626892ebcf7e9ffb,38,26-6-19 7:43,Jajajajaja esto es increíble si,6,53
39,5e51aae5626892ebcf7e9ffc,39,26-6-19 7:56,Es realmente indignante y acojonante que estemos viendo como se va minando nuetsra cultura y que no se haga nada,2,53
40,5e51aae5626892ebcf7e9ffd,40,26-6-19 7:56,Buuaaafffffff,2,53
41,5e51aae5626892ebcf7e9ffe,41,26-6-19 9:06,Q mala tiene q ser la carmen calvo,3,53
42,5e51aae5626892ebcf7e9fff,42,26-6-19 9:22,1 de cada 5 jueces se han apuntado s un curso este verano de perspectiva de genaro,3,53
43,5e51aae5626892ebcf7ea000,43,26-6-19 9:24,Enorme,2,53
44,5e51aae5626892ebcf7ea001,44,26-6-19 9:26,El pais tio,2,53
45,5e51aae5626892ebcf7ea002,45,26-6-19 9:26,Q va de culo en serio,2,53
46,5e51aae5626892ebcf7ea003,46,26-6-19 9:26,Estan ganando,2,53
47,5e51aae5626892ebcf7ea004,47,26-6-19 10:58,muy crack esta tia,3,53
48,5e51aae5626892ebcf7ea005,48,26-6-19 10:58,//www.infobae.com/america/cultura-america/2018/04/10/las-frases-mas-irreverentes-de-camille-paglia-la-feminista-que-odian-las-feministas/,3,53
49,5e51aae5626892ebcf7ea006,49,26-6-19 11:55,<Multimedia omitido>,3,53
50,5e51aae5626892ebcf7ea007,50,26-6-19 11:55,Hoy se hace limpieza de papel,3,53
51,5e51aae5626892ebcf7ea008,51,26-6-19 11:55,Joder lo q he sacado de los cajones niño,3,53
52,5e51aae5626892ebcf7ea009,52,26-6-19 11:56,Pero que diógenes tenías ahí muchacho,14,53
53,5e51aae5626892ebcf7ea00a,53,26-6-19 12:29,Pero que cojones,2,53
54,5e51aae5626892ebcf7ea00b,54,26-6-19 12:45,//www.youtube.com/watch?v=WdCe7CF93zs&feature=share,1,53
55,5e51aae5626892ebcf7ea00c,55,26-6-19 12:50,"@34619780788 volvieron a subir el videoclip ese de los Manowar en el que salían al escenario en motos, se bañaban en cerveza, iban en motos de nieve en la nieve sin camiseta, les daban cachetes a",1,53
56,5e51aae5626892ebcf7ea00d,56,26-6-19 13:17,Es ese video q has pasado,2,53
57,5e51aae5626892ebcf7ea00e,57,26-6-19 13:17,Joder voy a verlo bien coño bien!!,2,53
58,5e51aae5626892ebcf7ea00f,58,26-6-19 13:18,Insisto a TODOS!!!! Hay q empezar a descargarse mos videos de youtube q los van a quitar,2,53
59,5e51aae5626892ebcf7ea010,59,26-6-19 13:19,Justo ayer se lo decía a Fonseca,1,53
60,5e51aae5626892ebcf7ea011,60,26-6-19 13:19,Sip,1,53
61,5e51aae5626892ebcf7ea012,61,26-6-19 13:20,Edta muy guapo joder,2,53
62,5e51aae5626892ebcf7ea013,62,26-6-19 13:21,Ya lo creo. Me da hasta envidia,1,53
63,5e51aae5626892ebcf7ea014,63,26-6-19 13:36,//m.forocoches.com/foro/showthread.php?t=7268792,3,53
64,5e51aae5626892ebcf7ea015,64,26-6-19 13:40,//www.elmundo.es/madrid/2019/06/26/5d13264221efa0a61c8b467a.html,3,53
65,5e51aae5626892ebcf7ea016,65,26-6-19 13:40,Bien bien,3,53
66,5e51aae5626892ebcf7ea017,66,26-6-19 13:41,A ver q dice Federico mañana q está insoportable desde q se lleva mal con el de los monteros,3,53
67,5e51aae5626892ebcf7ea018,67,26-6-19 13:42,Federico dice lo que me gusta,6,53
68,5e51aae5626892ebcf7ea019,68,26-6-19 13:42,Bien,6,53
69,5e51aae5626892ebcf7ea01a,69,26-6-19 13:42,Federico dice lo que no me gusta,6,53
70,5e51aae5626892ebcf7ea01b,70,26-6-19 13:42,Que insoportable esta,6,53
71,5e51aae5626892ebcf7ea01c,71,26-6-19 13:46,El de los monteros es más tonto,7,53
72,5e51aae5626892ebcf7ea01d,72,26-6-19 13:46,Sensacionalista a saco,7,53
73,5e51aae5626892ebcf7ea01e,73,26-6-19 13:48,Federico tiene salidas de siempre,3,53
74,5e51aae5626892ebcf7ea01f,74,26-6-19 13:49,"Y ahora le ha dado x vox xq no deja a su PP favorito, el de Madrid, q siempre le ha beneficiado a su empresa",3,53
75,5e51aae5626892ebcf7ea020,75,26-6-19 13:49,Pero vamos q la culpa la tiene cs q dan un asco tremebundo,3,53
76,5e51aae5626892ebcf7ea021,76,26-6-19 13:49,Agree,3,53
77,5e51aae5626892ebcf7ea022,77,26-6-19 13:50,Por no querer pactar con populismos?,6,53
78,5e51aae5626892ebcf7ea023,78,26-6-19 13:52,Populismos?? Si tienen el mismo programa economico,3,53
79,5e51aae5626892ebcf7ea024,79,26-6-19 13:52,Y las medidas q plantean son perfectamente aplicables con voluntad,3,53
80,5e51aae5626892ebcf7ea025,80,26-6-19 13:53,Otra cosa es q sean peliculeros a la hora de captar el voto,3,53
81,5e51aae5626892ebcf7ea026,81,26-6-19 14:20,Este mensaje fue eliminado,0,53
82,5e51aae5626892ebcf7ea027,82,26-6-19 14:24,<Multimedia omitido>,0,53
83,5e51aae5626892ebcf7ea028,83,26-6-19 15:13,Consultor fracasado,2,53
84,5e51aae5626892ebcf7ea029,84,26-6-19 16:08,<Multimedia omitido>,0,53
85,5e51aae5626892ebcf7ea02a,85,26-6-19 16:26,Jajjjjajaj,2,53
86,5e51aae5626892ebcf7ea02b,86,26-6-19 16:26,Os voy a copiar una reflexión que he hecho en los buyuyus y que quiero compartir con ustedes como buenos compañeros de viaje que han sido estos meses,0,53
87,5e51aae5626892ebcf7ea02c,87,26-6-19 16:27,"Tocho va. Estoy hasta los cojones de ligotear y venga WhatsApp y venga guarrillas y venga Tinder. Vuelvo a ser el tito mistermingo. Más amigos, mas hobbies, mas gimnasio, más salud y menos",0,53
88,5e51aae5626892ebcf7ea02d,88,26-6-19 16:29,Estamos contigo,2,53
89,5e51aae5626892ebcf7ea02e,89,26-6-19 16:32,❤,10,53
90,5e51aae5626892ebcf7ea02f,90,26-6-19 16:42,Todos estamos contigo Jorge en tu desintoxicación de tu obsesión x el sexo,3,53
91,5e51aae5626892ebcf7ea030,91,26-6-19 16:42,Laurita está contenta de que vuelvas al redil,3,53
92,5e51aae5626892ebcf7ea031,92,26-6-19 16:42,(,0,53
93,5e51aae5626892ebcf7ea032,93,26-6-19 16:42,Adiós Tinder Mingo siempre metias fichas,0,53
94,5e51aae5626892ebcf7ea033,94,26-6-19 16:43,Hola MeeticMingl,6,53
95,5e51aae5626892ebcf7ea034,95,26-6-19 16:43,Jaja,3,53
96,5e51aae5626892ebcf7ea035,96,26-6-19 16:43,Para solteros exigentes,6,53
97,5e51aae5626892ebcf7ea036,97,26-6-19 16:43,Vaya arreones q te dan!,3,53
98,5e51aae5626892ebcf7ea037,98,26-6-19 16:43,Has bloqueado a las frescas q te hablaron?,3,53
99,5e51aae5626892ebcf7ea038,99,26-6-19 16:46,Yo creo que hay un término medio,5,53
100,5e51aae5626892ebcf7ea039,100,26-6-19 16:46,he quedado con una el jueves y el viernes como con una y ceno con otra pero el sábado tengo que quedar con la del jueves y el domingo con todas,5,53
101,5e51aae5626892ebcf7ea03a,101,26-6-19 16:46,No hombre no,0,53
102,5e51aae5626892ebcf7ea03b,102,26-6-19 16:46,Te lo he puesto en ambos grupos por si no lo ves 😂,5,53
103,5e51aae5626892ebcf7ea03c,103,26-6-19 16:46,"El término medio es el natural. Salir, si me apetece hablar con una, etc",0,53
104,5e51aae5626892ebcf7ea03d,104,26-6-19 16:46,que surja,0,53
105,5e51aae5626892ebcf7ea03e,105,26-6-19 16:47,Exacto.,2,53
106,5e51aae5626892ebcf7ea03f,106,26-6-19 16:47,O eso o ha visto la cuenta corriente... que el MALABA no perdona,2,53
107,5e51aae5626892ebcf7ea040,107,26-6-19 16:47,Pero no pasa nada por tener una o un par para tontear y purgar calderines cuando apetece,5,53
108,5e51aae5626892ebcf7ea041,108,26-6-19 16:48,Y seguro algo hay en la recamara del tito,2,53
109,5e51aae5626892ebcf7ea042,109,26-6-19 16:48,Yo quiero saber a qué se debe tan repentina conclusión,5,53
110,5e51aae5626892ebcf7ea043,110,26-6-19 16:48,Algo ha pasado,5,53
111,5e51aae5626892ebcf7ea044,111,26-6-19 16:48,Bueno simplemente el sábado volví a follar,0,53
112,5e51aae5626892ebcf7ea045,112,26-6-19 16:48,El lunes me vino un bajón animico,0,53
113,5e51aae5626892ebcf7ea046,113,26-6-19 16:48,El martes reflexione,0,53
114,5e51aae5626892ebcf7ea047,114,26-6-19 16:49,Y hoy he llegado a conclusiones,0,53
115,5e51aae5626892ebcf7ea048,115,26-6-19 16:49,Y consideras q ese estilo de vida es el responsable de ese bajón?,5,53
116,5e51aae5626892ebcf7ea049,116,26-6-19 16:49,Concretamente el de las tías?,5,53
117,5e51aae5626892ebcf7ea04a,117,26-6-19 16:50,,0,53
118,5e51aae5626892ebcf7ea04b,118,26-6-19 16:50,Eso no me viene bien tan de continuo,0,53
119,5e51aae5626892ebcf7ea04c,119,26-6-19 16:50,Debo asumir éxitos y fracasos menos frecuentes,0,53
120,5e51aae5626892ebcf7ea04d,120,26-6-19 16:51,"Y debo dedicar mi tiempo a otras cosas. Véase guitarra eléctrica o hacer canciones, hobbies que simplemente me relajan y fomentan mi creatividad",0,53
121,5e51aae5626892ebcf7ea04e,121,26-6-19 16:51,👌🏻💪🏻,7,53
122,5e51aae5626892ebcf7ea04f,122,26-6-19 16:53,Top,2,53
123,5e51aae5626892ebcf7ea050,123,26-6-19 16:53,Din. Es el din?,2,53
124,5e51aae5626892ebcf7ea051,124,26-6-19 16:55,Me parece perfecto Jorge al cuerpo hay que darle lo que te pida,14,53
125,5e51aae5626892ebcf7ea052,125,26-6-19 16:57,Ya me dijo mi hermana que no necesitaba consejos que ya me los daba yo solito xdd,0,53
126,5e51aae5626892ebcf7ea053,126,26-6-19 16:57,Es una clase de tara psicológica,0,53
127,5e51aae5626892ebcf7ea054,127,26-6-19 16:57,La noche que me dejó Ana yo le contaba tan sereno a mi hermana y a mi madre todo lo que se supone que me tenían que decir ellas xdd,0,53
128,5e51aae5626892ebcf7ea055,128,26-6-19 17:07,Entiendo. Tiene sentido,5,53
129,5e51aae5626892ebcf7ea056,129,26-6-19 17:07,Perdonad que tochee,0,53
